Minutes,Seconds,Temp (?C),Pressure (hPa),Altitude (m)
0,40,28.58,1014.74,-12.36
0,40,28.58,1014.74,-12.37
0,40,28.58,1014.74,-12.38
0,40,28.58,1014.74,-12.41
0,40,28.58,1014.73,-12.35
0,40,28.57,1014.73,-12.31
0,40,28.58,1014.72,-12.27
0,40,28.58,1014.73,-12.35
0,40,28.58,1014.73,-12.35
0,40,28.57,1014.73,-12.35
0,40,28.57,1014.74,-12.36
0,40,28.57,1014.74,-12.39
0,40,28.57,1014.74,-12.41
0,40,28.57,1014.75,-12.46
0,40,28.57,1014.75,-12.48
0,40,28.57,1014.75,-12.5
0,40,28.57,1014.77,-12.62
0,40,28.57,1014.77,-12.62
0,40,28.57,1014.77,-12.66
0,40,28.57,1014.77,-12.63
0,40,28.57,1014.77,-12.62
0,40,28.57,1014.77,-12.63
0,40,28.57,1014.76,-12.61
0,40,28.57,1014.77,-12.68
0,40,28.57,1014.77,-12.68
0,40,28.57,1014.78,-12.73
0,40,28.58,1014.78,-12.71
0,40,28.58,1014.78,-12.72
0,40,28.58,1014.79,-12.79
0,40,28.58,1014.79,-12.83
0,40,28.58,1014.78,-12.74
0,40,28.58,1014.78,-12.7
0,40,28.58,1014.78,-12.69
0,40,28.58,1014.78,-12.7
0,40,28.58,1014.77,-12.65
0,41,28.58,1014.78,-12.73
0,41,28.58,1014.78,-12.75
0,41,28.58,1014.78,-12.74
0,41,28.58,1014.79,-12.83
0,41,28.58,1014.79,-12.82
0,41,28.58,1014.78,-12.74
0,41,28.58,1014.78,-12.76
0,41,28.58,1014.79,-12.81
0,41,28.58,1014.79,-12.85
0,41,28.58,1014.8,-12.87
0,41,28.58,1014.8,-12.86
0,41,28.58,1014.8,-12.88
0,41,28.58,1014.8,-12.89
0,41,28.58,1014.8,-12.87
0,41,28.58,1014.79,-12.81
0,41,28.58,1014.79,-12.84
0,41,28.58,1014.8,-12.87
0,41,28.58,1014.8,-12.89
0,41,28.58,1014.8,-12.89
0,41,28.58,1014.81,-12.96
0,41,28.58,1014.81,-12.97
0,41,28.58,1014.8,-12.9
0,41,28.58,1014.79,-12.78
0,41,28.58,1014.78,-12.77
0,41,28.58,1014.78,-12.74
0,41,28.58,1014.78,-12.77
0,41,28.58,1014.79,-12.83
0,41,28.58,1014.8,-12.87
0,41,28.58,1014.8,-12.87
0,41,28.58,1014.8,-12.91
0,41,28.58,1014.8,-12.92
0,41,28.58,1014.8,-12.9
0,41,28.58,1014.8,-12.87
0,41,28.59,1014.8,-12.88
0,41,28.59,1014.81,-12.97
0,41,28.59,1014.81,-12.98
0,41,28.59,1014.81,-13
0,41,28.59,1014.81,-12.97
0,41,28.59,1014.8,-12.94
0,42,28.59,1014.8,-12.93
0,42,28.59,1014.81,-12.94
0,42,28.59,1014.81,-12.95
0,42,28.59,1014.81,-12.97
0,42,28.59,1014.81,-12.95
0,42,28.59,1014.81,-12.98
0,42,28.59,1014.82,-13.06
0,42,28.59,1014.82,-13.08
0,42,28.59,1014.82,-13.05
0,42,28.59,1014.82,-13.05
0,42,28.59,1014.82,-13.06
0,42,28.59,1014.82,-13.03
0,42,28.59,1014.82,-13.09
0,42,28.59,1014.82,-13.09
0,42,28.59,1014.82,-13.07
0,42,28.59,1014.82,-13.1
0,42,28.59,1014.82,-13.08
0,42,28.59,1014.82,-13.06
0,42,28.59,1014.82,-13.06
0,42,28.59,1014.82,-13.03
0,42,28.59,1014.81,-13.01
0,42,28.58,1014.82,-13.03
0,42,28.58,1014.82,-13.05
0,42,28.58,1014.82,-13.07
0,42,28.58,1014.82,-13.03
0,42,28.58,1014.82,-13.04
0,42,28.58,1014.82,-13.05
0,42,28.58,1014.82,-13.05
0,42,28.58,1014.82,-13.02
0,42,28.58,1014.81,-12.94
0,42,28.58,1014.81,-12.94
0,42,28.58,1014.81,-12.95
0,42,28.58,1014.8,-12.92
0,42,28.58,1014.81,-12.95
0,42,28.58,1014.81,-12.98
0,42,28.58,1014.81,-12.98
0,42,28.59,1014.81,-13
0,42,28.59,1014.82,-13.03
0,42,28.59,1014.81,-12.99
0,42,28.58,1014.82,-13.02
0,43,28.59,1014.82,-13.04
0,43,28.59,1014.82,-13.1
0,43,28.59,1014.82,-13.05
0,43,28.59,1014.82,-13.08
0,43,28.58,1014.83,-13.14
0,43,28.58,1014.83,-13.12
0,43,28.58,1014.82,-13.08
0,43,28.58,1014.82,-13.05
0,43,28.58,1014.83,-13.12
0,43,28.58,1014.82,-13.1
0,43,28.58,1014.83,-13.11
0,43,28.58,1014.82,-13.09
0,43,28.58,1014.83,-13.12
0,43,28.58,1014.81,-13.01
0,43,28.58,1014.81,-12.99
0,43,28.58,1014.82,-13.03
0,43,28.58,1014.81,-13.01
0,43,28.58,1014.81,-13
0,43,28.58,1014.82,-13.03
0,43,28.58,1014.81,-12.99
0,43,28.58,1014.81,-13.02
0,43,28.58,1014.81,-12.98
0,43,28.58,1014.81,-12.99
0,43,28.58,1014.81,-12.98
0,43,28.58,1014.81,-12.95
0,43,28.58,1014.81,-12.95
0,43,28.58,1014.82,-13.07
0,43,28.58,1014.82,-13.03
0,43,28.58,1014.81,-13.02
0,43,28.58,1014.81,-12.99
0,43,28.58,1014.81,-12.97
0,43,28.58,1014.81,-12.98
0,43,28.58,1014.81,-12.96
0,43,28.58,1014.81,-12.94
0,43,28.58,1014.81,-12.99
0,43,28.58,1014.81,-12.99
0,43,28.58,1014.82,-13.04
0,43,28.58,1014.82,-13.04
0,43,28.58,1014.82,-13.05
0,44,28.58,1014.82,-13.04
0,44,28.58,1014.81,-13.01
0,44,28.58,1014.81,-13.01
0,44,28.59,1014.82,-13.04
0,44,28.58,1014.82,-13.06
0,44,28.58,1014.81,-13
0,44,28.59,1014.81,-12.94
0,44,28.59,1014.81,-12.95
0,44,28.59,1014.81,-12.96
0,44,28.59,1014.81,-12.98
0,44,28.59,1014.81,-12.99
0,44,28.59,1014.81,-12.99
0,44,28.59,1014.8,-12.94
0,44,28.59,1014.81,-12.98
0,44,28.59,1014.81,-13.01
0,44,28.59,1014.82,-13.07
0,44,28.59,1014.81,-13.02
0,44,28.59,1014.81,-13
0,44,28.59,1014.81,-13
0,44,28.59,1014.81,-12.99
0,44,28.59,1014.81,-12.96
0,44,28.59,1014.81,-12.95
0,44,28.59,1014.8,-12.91
0,44,28.59,1014.8,-12.87
0,44,28.59,1014.8,-12.92
0,44,28.59,1014.81,-12.98
0,44,28.59,1014.81,-12.97
0,44,28.59,1014.8,-12.92
0,44,28.59,1014.8,-12.94
0,44,28.59,1014.8,-12.93
0,44,28.59,1014.8,-12.93
0,44,28.59,1014.8,-12.91
0,44,28.59,1014.8,-12.93
0,44,28.59,1014.81,-12.94
0,44,28.59,1014.8,-12.91
0,44,28.59,1014.81,-12.99
0,44,28.59,1014.81,-12.98
0,44,28.59,1014.81,-12.97
0,44,28.59,1014.8,-12.92
0,45,28.59,1014.8,-12.91
0,45,28.59,1014.8,-12.86
0,45,28.59,1014.8,-12.87
0,45,28.59,1014.81,-12.97
0,45,28.59,1014.81,-12.95
0,45,28.59,1014.81,-12.94
0,45,28.59,1014.81,-13
0,45,28.59,1014.82,-13.03
0,45,28.59,1014.82,-13.04
0,45,28.59,1014.81,-12.97
0,45,28.59,1014.81,-12.95
0,45,28.59,1014.8,-12.9
0,45,28.59,1014.81,-12.95
0,45,28.59,1014.8,-12.91
0,45,28.59,1014.81,-12.95
0,45,28.59,1014.81,-12.97
0,45,28.59,1014.8,-12.89
0,45,28.59,1014.79,-12.85
0,45,28.59,1014.8,-12.9
0,45,28.59,1014.79,-12.85
0,45,28.59,1014.79,-12.81
0,45,28.59,1014.79,-12.77
0,45,28.59,1014.79,-12.84
0,45,28.59,1014.8,-12.86
0,45,28.59,1014.8,-12.92
0,45,28.59,1014.8,-12.88
0,45,28.59,1014.79,-12.85
0,45,28.59,1014.8,-12.91
0,45,28.59,1014.8,-12.9
0,45,28.59,1014.8,-12.87
0,45,28.59,1014.79,-12.84
0,45,28.59,1014.79,-12.82
0,45,28.59,1014.79,-12.79
0,45,28.59,1014.78,-12.76
0,45,28.59,1014.78,-12.74
0,45,28.59,1014.78,-12.74
0,45,28.59,1014.78,-12.72
0,45,28.59,1014.78,-12.72
0,45,28.59,1014.78,-12.76
0,46,28.6,1014.78,-12.75
0,46,28.6,1014.77,-12.68
0,46,28.6,1014.78,-12.69
0,46,28.6,1014.77,-12.63
0,46,28.6,1014.76,-12.56
0,46,28.6,1014.76,-12.6
0,46,28.6,1014.77,-12.65
0,46,28.6,1014.76,-12.56
0,46,28.59,1014.77,-12.61
0,46,28.59,1014.77,-12.63
0,46,28.59,1014.77,-12.64
0,46,28.59,1014.77,-12.64
0,46,28.59,1014.76,-12.6
0,46,28.59,1014.76,-12.56
0,46,28.59,1014.75,-12.49
0,46,28.59,1014.76,-12.53
0,46,28.59,1014.76,-12.57
0,46,28.59,1014.76,-12.57
0,46,28.59,1014.77,-12.61
0,46,28.59,1014.77,-12.61
0,46,28.59,1014.76,-12.56
0,46,28.59,1014.75,-12.48
0,46,28.59,1014.74,-12.43
0,46,28.59,1014.74,-12.39
0,46,28.59,1014.73,-12.32
0,46,28.59,1014.73,-12.32
0,46,28.59,1014.73,-12.29
0,46,28.59,1014.72,-12.25
0,46,28.59,1014.72,-12.23
0,46,28.59,1014.72,-12.26
0,46,28.59,1014.72,-12.27
0,46,28.59,1014.73,-12.32
0,46,28.59,1014.73,-12.33
0,46,28.59,1014.73,-12.29
0,46,28.59,1014.73,-12.3
0,46,28.59,1014.73,-12.29
0,46,28.59,1014.72,-12.27
0,46,28.59,1014.72,-12.26
0,46,28.59,1014.72,-12.24
0,47,28.59,1014.71,-12.17
0,47,28.59,1014.71,-12.17
0,47,28.59,1014.71,-12.13
0,47,28.59,1014.71,-12.12
0,47,28.59,1014.7,-12.11
0,47,28.59,1014.7,-12.07
0,47,28.59,1014.7,-12.1
0,47,28.59,1014.71,-12.11
0,47,28.59,1014.7,-12.06
0,47,28.59,1014.69,-12.01
0,47,28.59,1014.69,-12.02
0,47,28.59,1014.7,-12.05
0,47,28.58,1014.69,-12
0,47,28.58,1014.69,-12
0,47,28.58,1014.69,-11.95
0,47,28.57,1014.68,-11.91
0,47,28.57,1014.68,-11.92
0,47,28.56,1014.68,-11.92
0,47,28.56,1014.68,-11.9
0,47,28.56,1014.68,-11.93
0,47,28.56,1014.68,-11.93
0,47,28.56,1014.68,-11.93
0,47,28.56,1014.68,-11.9
0,47,28.57,1014.67,-11.81
0,47,28.57,1014.67,-11.81
0,47,28.57,1014.67,-11.8
0,47,28.57,1014.67,-11.83
0,47,28.57,1014.66,-11.74
0,47,28.57,1014.66,-11.77
0,47,28.57,1014.66,-11.69
0,47,28.58,1014.66,-11.73
0,47,28.58,1014.65,-11.68
0,47,28.58,1014.65,-11.63
0,47,28.58,1014.65,-11.65
0,47,28.58,1014.64,-11.59
0,47,28.58,1014.65,-11.62
0,47,28.58,1014.65,-11.64
0,48,28.58,1014.66,-11.7
0,48,28.58,1014.66,-11.71
0,48,28.58,1014.66,-11.73
0,48,28.58,1014.65,-11.69
0,48,28.58,1014.65,-11.68
0,48,28.58,1014.66,-11.69
0,48,28.58,1014.65,-11.68
0,48,28.58,1014.65,-11.68
0,48,28.58,1014.66,-11.73
0,48,28.58,1014.65,-11.68
0,48,28.59,1014.65,-11.61
0,48,28.59,1014.64,-11.6
0,48,28.59,1014.64,-11.59
0,48,28.59,1014.64,-11.56
0,48,28.59,1014.64,-11.6
0,48,28.59,1014.64,-11.57
0,48,28.59,1014.63,-11.52
0,48,28.59,1014.63,-11.47
0,48,28.59,1014.63,-11.45
0,48,28.59,1014.63,-11.5
0,48,28.59,1014.64,-11.56
0,48,28.59,1014.65,-11.61
0,48,28.59,1014.63,-11.52
0,48,28.59,1014.64,-11.53
0,48,28.59,1014.64,-11.59
0,48,28.59,1014.64,-11.61
0,48,28.59,1014.64,-11.6
0,48,28.59,1014.64,-11.59
0,48,28.59,1014.64,-11.59
0,48,28.59,1014.63,-11.52
0,48,28.59,1014.64,-11.57
0,48,28.6,1014.64,-11.52
0,48,28.6,1014.65,-11.63
0,48,28.6,1014.65,-11.64
0,48,28.6,1014.64,-11.56
0,48,28.6,1014.63,-11.49
0,48,28.6,1014.63,-11.49
0,48,28.6,1014.63,-11.51
0,48,28.6,1014.62,-11.4
0,49,28.6,1014.62,-11.41
0,49,28.6,1014.62,-11.4
0,49,28.6,1014.62,-11.39
0,49,28.6,1014.62,-11.38
0,49,28.6,1014.62,-11.36
0,49,28.59,1014.61,-11.32
0,49,28.59,1014.61,-11.3
0,49,28.59,1014.6,-11.27
0,49,28.59,1014.61,-11.31
0,49,28.59,1014.62,-11.38
0,49,28.59,1014.62,-11.37
0,49,28.59,1014.61,-11.33
0,49,28.59,1014.6,-11.27
0,49,28.59,1014.59,-11.18
0,49,28.59,1014.59,-11.16
0,49,28.59,1014.59,-11.19
0,49,28.59,1014.58,-11.1
0,49,28.59,1014.59,-11.15
0,49,28.59,1014.6,-11.21
0,49,28.59,1014.6,-11.24
0,49,28.6,1014.6,-11.26
0,49,28.6,1014.61,-11.28
0,49,28.6,1014.61,-11.3
0,49,28.6,1014.6,-11.26
0,49,28.6,1014.6,-11.21
0,49,28.6,1014.59,-11.14
0,49,28.6,1014.59,-11.19
0,49,28.6,1014.59,-11.16
0,49,28.6,1014.59,-11.14
0,49,28.6,1014.6,-11.21
0,49,28.6,1014.59,-11.17
0,49,28.6,1014.6,-11.21
0,49,28.6,1014.59,-11.13
0,49,28.6,1014.59,-11.12
0,49,28.6,1014.57,-11.01
0,49,28.6,1014.58,-11.08
0,49,28.6,1014.59,-11.11
0,49,28.6,1014.59,-11.12
0,49,28.6,1014.59,-11.14
0,50,28.6,1014.59,-11.18
0,50,28.6,1014.6,-11.19
0,50,28.6,1014.6,-11.2
0,50,28.6,1014.6,-11.2
0,50,28.6,1014.59,-11.11
0,50,28.6,1014.58,-11.04
0,50,28.59,1014.56,-10.92
0,50,28.59,1014.56,-10.91
0,50,28.6,1014.56,-10.88
0,50,28.59,1014.56,-10.88
0,50,28.59,1014.56,-10.89
0,50,28.59,1014.56,-10.88
0,50,28.59,1014.55,-10.83
0,50,28.59,1014.55,-10.84
0,50,28.6,1014.55,-10.84
0,50,28.6,1014.55,-10.84
0,50,28.6,1014.56,-10.87
0,50,28.6,1014.56,-10.87
0,50,28.6,1014.56,-10.87
0,50,28.6,1014.56,-10.88
0,50,28.6,1014.56,-10.89
0,50,28.6,1014.55,-10.79
0,50,28.6,1014.55,-10.82
0,50,28.6,1014.54,-10.77
0,50,28.6,1014.55,-10.78
0,50,28.6,1014.54,-10.76
0,50,28.6,1014.55,-10.81
0,50,28.6,1014.55,-10.79
0,50,28.6,1014.55,-10.78
0,50,28.6,1014.55,-10.84
0,50,28.6,1014.55,-10.8
0,50,28.6,1014.54,-10.77
0,50,28.6,1014.53,-10.68
0,50,28.6,1014.54,-10.72
0,50,28.6,1014.54,-10.73
0,50,28.6,1014.55,-10.81
0,50,28.6,1014.54,-10.77
0,50,28.6,1014.54,-10.77
0,50,28.6,1014.54,-10.77
0,51,28.6,1014.55,-10.79
0,51,28.6,1014.55,-10.82
0,51,28.6,1014.56,-10.91
0,51,28.6,1014.56,-10.9
0,51,28.6,1014.55,-10.85
0,51,28.6,1014.56,-10.89
0,51,28.6,1014.56,-10.9
0,51,28.6,1014.55,-10.85
0,51,28.6,1014.56,-10.87
0,51,28.6,1014.55,-10.82
0,51,28.6,1014.54,-10.71
0,51,28.6,1014.54,-10.72
0,51,28.6,1014.53,-10.66
0,51,28.6,1014.54,-10.76
0,51,28.6,1014.55,-10.81
0,51,28.6,1014.55,-10.83
0,51,28.6,1014.56,-10.87
0,51,28.6,1014.55,-10.79
0,51,28.6,1014.55,-10.79
0,51,28.6,1014.55,-10.79
0,51,28.6,1014.54,-10.77
0,51,28.6,1014.55,-10.8
0,51,28.6,1014.55,-10.78
0,51,28.6,1014.54,-10.74
0,51,28.6,1014.55,-10.78
0,51,28.6,1014.55,-10.82
0,51,28.6,1014.55,-10.83
0,51,28.6,1014.55,-10.82
0,51,28.6,1014.56,-10.87
0,51,28.6,1014.55,-10.84
0,51,28.6,1014.56,-10.89
0,51,28.6,1014.56,-10.86
0,51,28.6,1014.56,-10.88
0,51,28.6,1014.55,-10.83
0,51,28.6,1014.55,-10.82
0,51,28.6,1014.56,-10.87
0,51,28.6,1014.56,-10.88
0,51,28.6,1014.56,-10.9
0,52,28.6,1014.56,-10.9
0,52,28.6,1014.56,-10.87
0,52,28.6,1014.55,-10.84
0,52,28.6,1014.55,-10.8
0,52,28.6,1014.55,-10.82
0,52,28.6,1014.55,-10.84
0,52,28.6,1014.55,-10.83
0,52,28.6,1014.55,-10.8
0,52,28.6,1014.55,-10.84
0,52,28.6,1014.56,-10.89
0,52,28.6,1014.56,-10.91
0,52,28.6,1014.55,-10.86
0,52,28.6,1014.55,-10.82
0,52,28.6,1014.55,-10.83
0,52,28.6,1014.55,-10.85
0,52,28.6,1014.56,-10.93
0,52,28.6,1014.56,-10.93
0,52,28.6,1014.56,-10.89
0,52,28.6,1014.56,-10.92
0,52,28.6,1014.57,-10.98
0,52,28.6,1014.56,-10.9
0,52,28.6,1014.56,-10.9
0,52,28.6,1014.56,-10.89
0,52,28.6,1014.57,-10.95
0,52,28.6,1014.56,-10.93
0,52,28.6,1014.56,-10.94
0,52,28.6,1014.56,-10.92
0,52,28.6,1014.55,-10.86
0,52,28.6,1014.56,-10.87
0,52,28.61,1014.56,-10.91
0,52,28.61,1014.56,-10.89
0,52,28.61,1014.56,-10.93
0,52,28.61,1014.57,-10.99
0,52,28.61,1014.57,-10.98
0,52,28.61,1014.57,-11
0,52,28.61,1014.58,-11.09
0,52,28.61,1014.58,-11.1
0,52,28.61,1014.59,-11.14
0,52,28.61,1014.59,-11.11
0,53,28.62,1014.58,-11.07
0,53,28.62,1014.58,-11.1
0,53,28.62,1014.59,-11.14
0,53,28.62,1014.59,-11.16
0,53,28.62,1014.6,-11.22
0,53,28.62,1014.6,-11.25
0,53,28.62,1014.6,-11.25
0,53,28.61,1014.61,-11.29
0,53,28.61,1014.62,-11.39
0,53,28.61,1014.62,-11.38
0,53,28.61,1014.63,-11.5
0,53,28.61,1014.63,-11.47
0,53,28.61,1014.63,-11.49
0,53,28.61,1014.64,-11.59
0,53,28.61,1014.64,-11.59
0,53,28.61,1014.64,-11.57
0,53,28.61,1014.65,-11.61
0,53,28.61,1014.65,-11.68
0,53,28.61,1014.65,-11.66
0,53,28.61,1014.65,-11.68
0,53,28.61,1014.65,-11.63
0,53,28.61,1014.66,-11.72
0,53,28.61,1014.65,-11.67
0,53,28.61,1014.65,-11.68
0,53,28.61,1014.66,-11.7
0,53,28.61,1014.66,-11.71
0,53,28.61,1014.66,-11.74
0,53,28.61,1014.66,-11.74
0,53,28.61,1014.66,-11.77
0,53,28.6,1014.67,-11.79
0,53,28.6,1014.67,-11.8
0,53,28.6,1014.68,-11.89
0,53,28.6,1014.69,-11.94
0,53,28.6,1014.68,-11.94
0,53,28.6,1014.68,-11.9
0,53,28.6,1014.68,-11.89
0,53,28.6,1014.68,-11.89
0,53,28.6,1014.68,-11.89
0,53,28.6,1014.69,-11.96
0,54,28.6,1014.69,-11.97
0,54,28.6,1014.69,-11.96
0,54,28.6,1014.68,-11.91
0,54,28.6,1014.69,-11.96
0,54,28.6,1014.69,-12
0,54,28.6,1014.69,-11.99
0,54,28.6,1014.7,-12.05
0,54,28.6,1014.69,-11.98
0,54,28.6,1014.69,-11.95
0,54,28.6,1014.69,-12.01
0,54,28.6,1014.7,-12.05
0,54,28.6,1014.7,-12.09
0,54,28.6,1014.71,-12.13
0,54,28.6,1014.7,-12.07
0,54,28.6,1014.7,-12.07
0,54,28.6,1014.7,-12.09
0,54,28.6,1014.71,-12.14
0,54,28.6,1014.72,-12.21
0,54,28.6,1014.71,-12.15
0,54,28.6,1014.71,-12.13
0,54,28.6,1014.71,-12.13
0,54,28.6,1014.7,-12.11
0,54,28.6,1014.71,-12.19
0,54,28.6,1014.72,-12.22
0,54,28.6,1014.72,-12.26
0,54,28.6,1014.72,-12.24
0,54,28.6,1014.71,-12.18
0,54,28.6,1014.72,-12.24
0,54,28.6,1014.72,-12.27
0,54,28.6,1014.72,-12.27
0,54,28.61,1014.73,-12.28
0,54,28.61,1014.73,-12.3
0,54,28.61,1014.73,-12.31
0,54,28.61,1014.73,-12.36
0,54,28.61,1014.73,-12.31
0,54,28.61,1014.72,-12.26
0,54,28.61,1014.73,-12.33
0,54,28.61,1014.73,-12.3
0,54,28.61,1014.73,-12.29
0,55,28.61,1014.72,-12.24
0,55,28.61,1014.72,-12.25
0,55,28.61,1014.72,-12.24
0,55,28.61,1014.72,-12.24
0,55,28.61,1014.72,-12.26
0,55,28.61,1014.73,-12.34
0,55,28.61,1014.74,-12.36
0,55,28.61,1014.73,-12.29
0,55,28.6,1014.73,-12.3
0,55,28.6,1014.73,-12.36
0,55,28.6,1014.73,-12.35
0,55,28.6,1014.73,-12.34
0,55,28.6,1014.74,-12.37
0,55,28.6,1014.75,-12.45
0,55,28.6,1014.74,-12.41
0,55,28.6,1014.75,-12.5
0,55,28.6,1014.75,-12.45
0,55,28.6,1014.74,-12.42
0,55,28.6,1014.74,-12.42
0,55,28.6,1014.75,-12.45
0,55,28.6,1014.74,-12.43
0,55,28.6,1014.74,-12.4
0,55,28.6,1014.74,-12.38
0,55,28.6,1014.74,-12.38
0,55,28.61,1014.75,-12.44
0,55,28.61,1014.75,-12.45
0,55,28.61,1014.74,-12.43
0,55,28.61,1014.75,-12.48
0,55,28.61,1014.75,-12.48
0,55,28.61,1014.74,-12.44
0,55,28.61,1014.75,-12.45
0,55,28.61,1014.75,-12.47
0,55,28.61,1014.75,-12.47
0,55,28.61,1014.75,-12.46
0,55,28.61,1014.75,-12.51
0,55,28.61,1014.75,-12.46
0,55,28.61,1014.75,-12.46
0,55,28.61,1014.75,-12.45
0,56,28.61,1014.75,-12.44
0,56,28.61,1014.74,-12.43
0,56,28.61,1014.74,-12.37
0,56,28.61,1014.74,-12.39
0,56,28.61,1014.74,-12.43
0,56,28.61,1014.74,-12.43
0,56,28.61,1014.75,-12.45
0,56,28.61,1014.74,-12.4
0,56,28.61,1014.74,-12.42
0,56,28.61,1014.74,-12.41
0,56,28.61,1014.74,-12.37
0,56,28.61,1014.75,-12.44
0,56,28.61,1014.74,-12.44
0,56,28.61,1014.74,-12.42
0,56,28.61,1014.75,-12.46
0,56,28.61,1014.74,-12.42
0,56,28.61,1014.74,-12.41
0,56,28.61,1014.74,-12.42
0,56,28.61,1014.74,-12.42
0,56,28.61,1014.75,-12.47
0,56,28.61,1014.75,-12.45
0,56,28.61,1014.75,-12.44
0,56,28.61,1014.75,-12.47
0,56,28.61,1014.75,-12.51
0,56,28.61,1014.75,-12.5
0,56,28.61,1014.75,-12.51
0,56,28.61,1014.76,-12.56
0,56,28.61,1014.75,-12.49
0,56,28.62,1014.75,-12.47
0,56,28.62,1014.74,-12.43
0,56,28.62,1014.74,-12.43
0,56,28.62,1014.75,-12.5
0,56,28.62,1014.75,-12.5
0,56,28.62,1014.75,-12.52
0,56,28.62,1014.75,-12.5
0,56,28.62,1014.75,-12.49
0,56,28.62,1014.75,-12.47
0,56,28.62,1014.75,-12.45
0,56,28.62,1014.75,-12.46
0,57,28.62,1014.74,-12.43
0,57,28.62,1014.74,-12.41
0,57,28.62,1014.74,-12.38
0,57,28.62,1014.74,-12.37
0,57,28.62,1014.73,-12.35
0,57,28.62,1014.74,-12.38
0,57,28.62,1014.74,-12.43
0,57,28.62,1014.74,-12.4
0,57,28.62,1014.75,-12.47
0,57,28.62,1014.75,-12.46
0,57,28.62,1014.75,-12.47
0,57,28.62,1014.76,-12.53
0,57,28.62,1014.76,-12.55
0,57,28.62,1014.75,-12.51
0,57,28.62,1014.75,-12.51
0,57,28.62,1014.75,-12.51
0,57,28.62,1014.75,-12.52
0,57,28.62,1014.76,-12.53
0,57,28.62,1014.75,-12.47
0,57,28.62,1014.75,-12.52
0,57,28.62,1014.76,-12.56
0,57,28.62,1014.76,-12.53
0,57,28.62,1014.76,-12.53
0,57,28.62,1014.76,-12.56
0,57,28.62,1014.76,-12.59
0,57,28.62,1014.76,-12.58
0,57,28.62,1014.76,-12.58
0,57,28.62,1014.76,-12.59
0,57,28.62,1014.76,-12.55
0,57,28.62,1014.76,-12.57
0,57,28.62,1014.76,-12.55
0,57,28.62,1014.75,-12.47
0,57,28.62,1014.75,-12.46
0,57,28.62,1014.75,-12.48
0,57,28.62,1014.75,-12.51
0,57,28.62,1014.74,-12.44
0,57,28.62,1014.75,-12.51
0,57,28.62,1014.75,-12.49
0,57,28.62,1014.74,-12.44
0,58,28.62,1014.75,-12.47
0,58,28.62,1014.75,-12.51
0,58,28.62,1014.75,-12.5
0,58,28.62,1014.75,-12.48
0,58,28.62,1014.75,-12.47
0,58,28.62,1014.76,-12.53
0,58,28.62,1014.75,-12.52
0,58,28.62,1014.75,-12.52
0,58,28.62,1014.76,-12.54
0,58,28.62,1014.76,-12.6
0,58,28.62,1014.76,-12.57
0,58,28.62,1014.75,-12.52
0,58,28.62,1014.76,-12.52
0,58,28.62,1014.76,-12.53
0,58,28.62,1014.75,-12.49
0,58,28.62,1014.75,-12.51
0,58,28.62,1014.75,-12.46
0,58,28.63,1014.76,-12.52
0,58,28.62,1014.76,-12.55
0,58,28.62,1014.76,-12.53
0,58,28.62,1014.76,-12.54
0,58,28.62,1014.76,-12.55
0,58,28.62,1014.76,-12.53
0,58,28.62,1014.75,-12.49
0,58,28.62,1014.75,-12.46
0,58,28.62,1014.76,-12.55
0,58,28.62,1014.75,-12.47
0,58,28.62,1014.74,-12.43
0,58,28.62,1014.75,-12.46
0,58,28.62,1014.74,-12.41
0,58,28.62,1014.74,-12.43
0,58,28.62,1014.75,-12.47
0,58,28.62,1014.76,-12.52
0,58,28.62,1014.76,-12.59
0,58,28.62,1014.76,-12.56
0,58,28.62,1014.76,-12.57
0,58,28.62,1014.75,-12.5
0,58,28.63,1014.75,-12.51
0,58,28.63,1014.75,-12.5
0,59,28.63,1014.76,-12.53
0,59,28.63,1014.75,-12.52
0,59,28.63,1014.76,-12.55
0,59,28.63,1014.76,-12.54
0,59,28.63,1014.76,-12.56
0,59,28.63,1014.76,-12.58
0,59,28.63,1014.75,-12.51
0,59,28.63,1014.75,-12.52
0,59,28.63,1014.75,-12.5
0,59,28.63,1014.75,-12.5
0,59,28.63,1014.75,-12.52
0,59,28.63,1014.76,-12.56
0,59,28.63,1014.76,-12.58
0,59,28.63,1014.76,-12.56
0,59,28.63,1014.76,-12.57
0,59,28.63,1014.75,-12.52
0,59,28.63,1014.76,-12.52
0,59,28.63,1014.76,-12.56
0,59,28.63,1014.75,-12.51
,0.00,1.00,22.10,837.87,1574.68,0.00,0.00,0.00
,0.00,1.00,27.95,1014.64,-11.55,0.00,0.00,0.00
,0.00,1.00,27.96,1014.65,-11.61,0.00,0.00,0.00
,0.00,1.00,27.97,1014.65,-11.64,0.00,0.00,0.00
,0.00,1.00,27.99,1014.66,-11.70,0.00,0.00,0.00
,0.00,1.00,28.01,1014.66,-11.76,0.00,0.00,0.00
,0.00,1.00,28.03,1014.67,-11.79,0.00,0.00,0.00
,0.00,1.00,28.04,1014.66,-11.74,0.00,0.00,0.00
,0.00,1.00,28.06,1014.65,-11.64,0.00,0.00,0.00
,0.00,1.00,28.07,1014.65,-11.64,0.00,0.00,0.00
,0.00,1.00,28.09,1014.64,-11.61,0.00,0.00,0.00
,0.00,1.00,28.10,1014.64,-11.60,0.00,0.00,0.00
