Minutes,Seconds, X (m/s^2),Y (m/s^2),Z (m/s^2),
0,5,1.92,12.97,-3.84,
0,5,1.92,12.97,-3.36,
0,5,1.92,13.45,-3.36,
0,5,1.44,13.45,-3.84,
0,5,0.96,13.45,-3.36,
0,5,1.92,13.45,-3.36,
0,5,2.4,13.45,-2.88,
0,5,2.4,13.45,-3.84,
0,5,1.44,13.45,-3.84,
0,5,1.44,13.45,-1.92,
0,5,1.44,13.45,-2.88,
0,5,1.44,12.97,-3.36,
0,5,1.44,12.97,-3.36,
0,5,1.44,12.49,-3.84,
0,5,1.44,12.49,-3.84,
0,5,1.92,13.45,-4.32,
0,5,1.44,12.97,-2.88,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.44,12.97,-2.88,
0,5,1.92,13.45,-2.4,
0,5,1.92,12.97,-2.88,
0,5,2.4,12.97,-2.4,
0,5,2.4,12.97,-3.36,
0,5,1.92,13.45,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.44,13.94,-2.88,
0,5,1.92,12.97,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.44,12.97,-3.36,
0,5,1.92,12.49,-2.4,
0,5,2.4,13.45,-3.36,
0,5,1.44,12.97,-2.88,
0,5,1.92,13.45,-2.88,
0,5,1.92,13.45,-2.88,
0,5,1.44,13.45,-3.84,
0,5,1.44,13.94,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.92,12.97,-3.36,
0,5,1.92,13.94,-2.88,
0,5,1.44,13.94,-2.88,
0,5,1.44,13.45,-2.4,
0,5,1.92,12.97,-2.88,
0,5,1.44,12.97,-2.88,
0,5,1.44,12.97,-2.88,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.94,-3.36,
0,5,1.92,13.45,-2.88,
0,5,1.92,13.94,-2.88,
0,5,1.44,12.97,-3.36,
0,5,1.44,12.97,-3.36,
0,5,1.44,12.97,-3.36,
0,5,1.92,13.45,-3.84,
0,5,1.92,12.97,-3.36,
0,5,1.44,13.45,-3.84,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.92,13.45,-2.88,
0,5,1.44,13.45,-2.88,
0,5,0.96,13.45,-2.88,
0,5,0.96,13.45,-2.88,
0,5,1.92,13.45,-2.88,
0,5,1.92,13.45,-2.88,
0,5,1.44,13.45,-2.88,
0,5,1.44,13.45,-2.88,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-2.88,
0,5,1.44,12.97,-2.88,
0,5,1.44,13.45,-4.32,
0,5,1.44,12.97,-3.36,
0,5,1.44,12.97,-3.36,
0,5,2.4,13.45,-3.36,
0,5,1.92,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.94,-2.88,
0,5,1.44,13.94,-3.36,
0,5,1.92,13.45,-3.36,
0,5,1.44,13.45,-3.36,
0,5,1.44,13.45,-2.88,
0,5,1.92,12.97,-3.84,
0,5,1.92,12.97,-3.84,
0,5,1.92,13.45,-3.84,
0,5,1.44,12.97,-3.36,
0,5,1.44,13.45,-2.88,
0,5,0.96,12.97,-3.36,
0,5,1.92,12.97,-2.88,
0,5,1.92,12.97,-2.88,
0,5,2.4,13.45,-3.36,
0,5,1.92,13.45,-3.36,
0,6,1.92,12.97,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.92,12.97,-3.36,
0,6,1.92,12.97,-3.36,
0,6,1.92,13.45,-3.36,
0,6,1.44,13.45,-2.88,
0,6,1.44,13.45,-2.88,
0,6,1.44,13.45,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.44,13.45,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.44,12.97,-3.84,
0,6,1.92,12.97,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.92,13.94,-2.88,
0,6,1.44,13.94,-3.36,
0,6,1.44,13.45,-3.84,
0,6,1.44,13.45,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.92,12.97,-2.88,
0,6,1.44,12.97,-2.88,
0,6,1.44,12.97,-2.88,
0,6,1.44,12.97,-2.88,
0,6,1.92,13.45,-2.88,
0,6,1.92,13.45,-2.4,
0,6,1.44,13.45,-3.36,
0,6,1.44,12.97,-2.88,
0,6,1.44,13.45,-3.36,
0,6,1.92,13.45,-3.36,
0,6,1.44,14.42,-3.84,
0,6,1.92,13.45,-3.36,
0,6,1.44,12.97,-2.88,
0,6,1.44,13.45,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.92,12.97,-3.36,
0,6,1.44,13.45,-2.4,
0,6,1.92,12.97,-2.88,
0,6,1.44,13.45,-3.36,
0,6,1.44,13.45,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.92,13.45,-2.4,
0,6,1.92,12.97,-3.36,
0,6,1.92,12.97,-2.88,
0,6,1.92,13.45,-3.36,
0,6,1.92,13.45,-3.36,
0,6,1.44,13.94,-2.88,
0,6,1.92,12.49,-2.88,
0,6,1.92,13.45,-2.88,
0,6,1.44,12.97,-2.4,
0,6,1.44,13.45,-3.36,
0,6,0.96,13.45,-3.36,
0,6,1.44,13.45,-2.88,
0,6,1.44,12.97,-2.88,
0,6,1.44,13.45,-2.88,
0,6,1.44,12.97,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.92,12.97,-3.36,
0,6,1.92,13.45,-2.88,
0,6,1.92,13.45,-3.36,
0,6,1.92,13.45,-3.36,
0,6,1.92,13.45,-3.36,
0,6,1.92,13.45,-3.36,
0,6,2.4,12.97,-3.84,
0,6,1.44,12.97,-2.88,
0,6,1.44,13.94,-2.4,
0,6,1.44,13.45,-2.88,
0,6,1.44,13.45,-2.88,
0,6,2.4,12.97,-2.88,
0,6,1.92,13.45,-2.88,
0,6,1.92,13.45,-3.36,
0,6,1.44,13.45,-2.88,
0,6,1.44,13.45,-3.84,
0,6,1.44,13.45,-3.84,
0,6,1.44,13.94,-3.36,
0,6,1.44,13.45,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.92,13.45,-3.36,
0,6,1.44,12.97,-2.88,
0,6,1.44,12.97,-3.84,
0,6,1.44,13.45,-3.84,
0,6,0.96,13.45,-3.84,
0,6,1.92,12.97,-3.36,
0,6,1.92,13.45,-2.88,
0,6,1.92,13.94,-3.36,
0,6,1.92,12.97,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.44,13.94,-2.88,
0,6,2.4,12.49,-3.36,
0,6,1.92,12.97,-3.36,
0,6,1.92,12.97,-2.88,
0,6,1.92,13.45,-2.88,
0,6,1.92,13.94,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.44,12.97,-3.36,
0,6,1.44,12.49,-3.36,
0,6,1.44,12.49,-3.36,
0,6,1.92,13.45,-2.88,
0,6,1.92,12.97,-2.88,
0,6,1.44,12.97,-2.88,
0,6,1.92,12.97,-3.36,
0,6,1.44,13.45,-2.4,
0,6,1.44,13.45,-2.4,
0,6,1.92,13.94,-3.84,
0,6,1.92,13.45,-3.36,
0,6,1.44,12.97,-2.88,
0,6,1.44,12.97,-3.36,
0,6,1.44,12.97,-2.88,
0,6,1.92,13.45,-2.88,
0,6,1.44,13.94,-2.88,
0,6,1.44,12.97,-2.88,
0,7,1.92,12.97,-3.36,
0,7,1.92,13.45,-3.36,
0,7,1.92,13.45,-3.36,
0,7,1.44,13.45,-3.36,
0,7,1.44,13.45,-3.36,
0,7,1.44,13.45,-2.88,
0,7,1.44,12.97,-3.36,
0,7,1.44,12.97,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.92,12.97,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.44,13.94,-2.4,
0,7,1.44,13.94,-3.36,
0,7,1.44,13.94,-3.36,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.94,-3.36,
0,7,1.92,12.49,-3.36,
0,7,1.44,13.45,-3.36,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.92,12.97,-3.36,
0,7,1.92,13.45,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.45,-3.36,
0,7,1.44,13.45,-3.36,
0,7,2.4,13.45,-2.88,
0,7,1.44,13.45,-3.36,
0,7,1.92,13.45,-2.88,
0,7,1.44,13.45,-2.88,
0,7,0.96,13.94,-2.88,
0,7,0.96,13.94,-2.88,
0,7,1.44,13.94,-3.84,
0,7,1.44,13.45,-3.84,
0,7,0.96,12.97,-3.36,
0,7,0.96,13.45,-2.88,
0,7,0.96,12.97,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.44,12.97,-2.88,
0,7,1.92,13.94,-2.88,
0,7,2.4,12.97,-3.36,
0,7,2.4,12.97,-3.36,
0,7,2.4,13.45,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.44,12.97,-2.88,
0,7,1.44,13.45,-3.36,
0,7,0.96,12.97,-3.36,
0,7,1.92,13.45,-2.88,
0,7,1.92,12.97,-3.36,
0,7,2.4,12.97,-3.36,
0,7,1.92,13.45,-3.36,
0,7,1.44,13.45,-2.88,
0,7,2.4,12.97,-3.84,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.45,-3.36,
0,7,1.92,13.45,-3.36,
0,7,1.44,13.94,-2.4,
0,7,1.92,13.45,-3.36,
0,7,1.44,13.45,-3.84,
0,7,1.44,12.97,-2.88,
0,7,1.92,12.97,-2.88,
0,7,1.44,13.94,-3.36,
0,7,1.44,13.45,-2.88,
0,7,2.4,12.97,-2.88,
0,7,2.4,12.97,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.94,-2.4,
0,7,1.92,12.97,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.92,12.97,-3.36,
0,7,1.92,12.97,-2.88,
0,7,1.92,13.45,-3.84,
0,7,1.92,13.45,-2.88,
0,7,1.92,13.45,-3.36,
0,7,1.92,13.45,-3.36,
0,7,1.44,13.45,-3.36,
0,7,1.44,13.94,-3.84,
0,7,1.92,12.97,-3.36,
0,7,1.92,12.97,-2.88,
0,7,1.92,12.97,-2.88,
0,7,1.44,12.97,-3.36,
0,7,1.44,13.45,-2.88,
0,7,1.92,12.97,-2.88,
0,7,1.92,12.97,-3.84,
0,7,1.44,13.94,-3.84,
0,7,1.92,13.45,-3.84,
0,7,1.92,12.97,-3.36,
0,7,0.96,13.45,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.94,-3.36,
0,7,1.92,13.45,-2.88,
0,7,1.44,13.45,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.44,12.97,-3.36,
0,7,1.92,13.94,-4.32,
0,7,1.92,13.45,-3.84,
0,7,1.92,12.97,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.45,-2.88,
0,7,1.44,12.97,-2.88,
0,7,1.92,13.45,-3.36,
0,7,1.44,13.45,-2.88,
0,7,1.44,13.45,-3.36,
0,7,1.92,12.97,-3.36,
0,7,1.92,12.97,-3.36,
0,7,1.44,13.45,-1.92,
0,7,0.96,13.94,-2.88,
0,7,1.92,12.49,-2.4,
0,7,1.44,12.97,-3.36,
0,7,1.44,13.45,-3.36,
0,7,1.44,13.45,-3.36,
0,7,1.92,13.94,-3.36,
0,7,1.92,12.49,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.92,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.92,13.45,-2.4,
0,8,1.92,13.45,-2.88,
0,8,1.92,13.45,-2.88,
0,8,1.92,12.97,-2.88,
0,8,1.92,13.45,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.44,12.97,-3.36,
0,8,1.92,13.45,-2.88,
0,8,1.92,12.97,-2.88,
0,8,1.92,12.97,-2.88,
0,8,1.92,13.45,-3.36,
0,8,1.92,12.49,-3.36,
0,8,1.92,12.97,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.92,12.97,-2.88,
0,8,1.92,12.97,-2.88,
0,8,1.44,12.97,-2.88,
0,8,1.92,12.97,-3.36,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.92,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-2.4,
0,8,1.44,13.45,-3.36,
0,8,1.44,12.97,-2.4,
0,8,1.44,12.97,-2.4,
0,8,1.44,13.45,-3.36,
0,8,1.92,12.97,-3.84,
0,8,1.92,13.45,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.94,-3.36,
0,8,1.92,13.94,-3.36,
0,8,1.92,13.45,-3.36,
0,8,1.92,13.45,-3.36,
0,8,1.92,12.97,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-3.84,
0,8,1.92,12.97,-3.84,
0,8,1.92,13.45,-3.84,
0,8,1.92,12.97,-3.36,
0,8,1.92,13.45,-3.36,
0,8,1.92,12.97,-3.36,
0,8,1.92,12.97,-2.88,
0,8,1.92,13.45,-2.88,
0,8,1.44,12.97,-3.84,
0,8,1.44,12.97,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.92,12.97,-3.84,
0,8,1.92,12.97,-3.84,
0,8,1.44,13.45,-2.88,
0,8,1.92,12.97,-3.36,
0,8,1.92,12.97,-2.88,
0,8,1.92,12.97,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.92,13.45,-2.88,
0,8,1.92,13.45,-2.4,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.45,-3.36,
0,8,0.96,13.45,-3.36,
0,8,1.92,13.45,-3.84,
0,8,2.4,12.97,-3.36,
0,8,1.92,13.45,-2.88,
0,8,1.92,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,12.97,-3.84,
0,8,1.92,12.97,-3.36,
0,8,1.92,12.97,-2.88,
0,8,1.44,12.49,-3.36,
0,8,1.44,12.49,-3.36,
0,8,1.92,13.45,-2.88,
0,8,1.92,12.97,-2.88,
0,8,1.44,13.45,-2.88,
0,8,1.44,13.45,-3.36,
0,8,1.44,12.97,-2.88,
0,8,1.44,12.97,-2.88,
0,8,1.44,13.94,-2.88,
0,8,1.92,13.45,-3.36,
0,8,0.96,13.45,-3.36,
0,8,1.44,12.97,-2.88,
0,8,1.44,12.97,-3.36,
0,8,1.92,12.97,-3.36,
0,8,1.92,13.45,-3.36,
0,8,1.92,12.49,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,12.97,-2.88,
0,8,1.44,12.97,-2.88,
0,8,1.44,12.97,-2.88,
0,8,2.4,12.97,-3.36,
0,8,1.92,12.97,-2.4,
0,8,1.92,12.97,-3.84,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.92,12.97,-3.36,
0,8,1.44,12.97,-2.88,
0,8,1.92,13.45,-3.36,
0,8,1.44,13.45,-2.88,
0,8,1.92,12.97,-3.36,
0,8,1.92,12.97,-3.36,
0,8,1.92,12.97,-3.36,
0,8,1.44,13.94,-3.36,
0,8,1.92,12.97,-3.84,
0,8,1.92,12.97,-3.36,
0,8,0.96,12.97,-2.88,
0,8,0.96,12.97,-2.88,
0,8,1.92,13.45,-4.32,
0,8,2.4,12.97,-2.88,
0,8,1.92,13.45,-2.88,
0,8,1.92,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,8,1.44,13.45,-3.36,
0,9,1.44,13.45,-1.92,
0,9,1.92,12.97,-2.88,
0,9,1.92,12.97,-3.36,
0,9,1.92,13.45,-3.84,
0,9,1.92,13.45,-3.36,
0,9,2.4,13.45,-3.36,
0,9,1.44,12.97,-2.4,
0,9,1.44,12.97,-2.88,
0,9,1.44,12.97,-2.88,
0,9,1.92,13.45,-3.36,
0,9,1.92,13.45,-3.36,
0,9,1.92,12.49,-3.36,
0,9,1.92,13.45,-3.36,
0,9,1.44,13.94,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.92,12.97,-3.36,
0,9,1.44,13.45,-2.88,
0,9,1.44,13.45,-3.84,
0,9,1.44,13.45,-3.36,
0,9,2.4,12.97,-2.88,
0,9,2.4,12.97,-3.36,
0,9,1.92,13.45,-3.36,
0,9,0.96,13.94,-3.36,
0,9,1.92,13.45,-2.88,
0,9,0.96,13.45,-2.4,
0,9,1.44,13.94,-3.84,
0,9,1.44,13.94,-3.84,
0,9,1.92,13.94,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.44,12.97,-2.88,
0,9,1.44,12.97,-2.88,
0,9,1.44,13.45,-2.4,
0,9,1.44,12.97,-3.36,
0,9,1.92,12.49,-3.36,
0,9,1.92,13.45,-3.84,
0,9,1.44,13.45,-3.84,
0,9,1.44,13.45,-3.36,
0,9,1.92,13.94,-2.4,
0,9,1.92,13.45,-2.88,
0,9,1.92,12.97,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.92,13.45,-3.36,
0,9,1.92,13.45,-3.84,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.92,12.97,-3.36,
0,9,1.44,13.45,-3.84,
0,9,1.44,13.45,-2.88,
0,9,1.92,12.97,-2.88,
0,9,1.44,13.45,-2.88,
0,9,1.44,13.45,-3.84,
0,9,1.44,13.94,-2.88,
0,9,1.44,13.45,-3.36,
0,9,1.44,12.97,-2.88,
0,9,1.92,12.97,-2.88,
0,9,1.92,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.92,13.94,-2.88,
0,9,1.44,13.45,-2.88,
0,9,1.92,12.97,-3.36,
0,9,1.92,12.97,-3.36,
0,9,1.92,13.94,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.92,12.49,-3.36,
0,9,1.44,13.45,-2.88,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.84,
0,9,1.44,13.45,-2.88,
0,9,1.92,13.45,-2.88,
0,9,1.92,13.45,-3.36,
0,9,1.44,13.94,-3.36,
0,9,1.92,13.94,-3.84,
0,9,1.44,13.94,-3.36,
0,9,1.44,13.45,-4.32,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.44,13.45,-2.4,
0,9,1.92,13.45,-2.88,
0,9,1.44,13.45,-3.84,
0,9,1.44,12.97,-2.88,
0,9,1.44,12.97,-2.88,
0,9,1.44,12.97,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.92,12.97,-3.36,
0,9,1.92,12.49,-3.36,
0,9,1.92,13.45,-2.88,
0,9,1.44,13.94,-2.88,
0,9,1.92,13.45,-2.88,
0,9,1.92,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.92,12.97,-2.88,
0,9,1.44,13.45,-3.84,
0,9,2.4,12.97,-3.36,
0,9,1.92,13.45,-3.36,
0,9,1.92,13.45,-2.88,
0,9,1.44,12.97,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.44,12.97,-3.36,
0,9,1.92,12.49,-2.88,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.84,
0,9,1.92,12.97,-3.36,
0,9,1.92,13.94,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.45,-3.36,
0,9,1.44,13.94,-3.36,
0,9,2.4,13.94,-2.88,
0,9,1.44,12.97,-2.88,
0,9,1.92,12.97,-2.88,
0,9,1.44,12.97,-2.88,
0,10,1.44,13.45,-2.88,
0,10,1.44,12.97,-3.84,
0,10,1.92,12.97,-3.84,
0,10,1.92,13.45,-3.36,
0,10,1.44,13.45,-3.84,
0,10,0.96,13.45,-2.88,
0,10,1.92,12.97,-2.88,
0,10,1.44,12.97,-4.32,
0,10,1.92,12.97,-3.36,
0,10,1.92,12.97,-3.84,
0,10,2.4,12.97,-3.84,
0,10,1.44,12.97,-2.88,
0,10,1.44,13.45,-3.36,
0,10,1.92,13.45,-2.88,
0,10,1.44,13.45,-2.88,
0,10,1.92,13.45,-2.88,
0,10,1.92,13.45,-2.88,
0,10,1.92,12.97,-2.88,
0,10,2.4,13.45,-3.84,
0,10,1.44,13.94,-3.36,
0,10,1.44,13.45,-2.88,
0,10,1.44,12.97,-3.36,
0,10,1.92,13.45,-3.36,
0,10,1.92,13.45,-2.88,
0,10,2.4,12.97,-2.88,
0,10,1.44,13.45,-3.36,
0,10,1.44,13.45,-3.36,
0,10,1.92,12.97,-3.36,
0,10,1.44,13.45,-1.92,
0,10,1.44,13.45,-3.36,
0,10,1.44,13.45,-3.36,
0,10,1.44,13.45,-2.88,
0,10,1.44,13.45,-3.84,
0,10,1.44,13.45,-3.36,
0,10,1.44,13.45,-2.88,
0,10,1.44,12.97,-2.88,
0,10,1.44,12.97,-2.88,
0,10,1.44,12.97,-2.88,
0,10,1.92,13.94,-3.36,
0,10,1.92,13.45,-3.36,
0,10,1.44,12.97,-3.36,
0,10,1.44,12.97,-3.36,
0,10,1.44,12.97,-2.4,
0,10,1.44,13.45,-2.4,
0,10,1.44,12.97,-2.88,
0,10,1.44,13.45,-3.36,
0,10,1.92,12.97,-3.36,
0,10,1.44,13.94,-3.36,
0,10,1.44,13.94,-3.84,
0,10,1.92,13.45,-3.84,
0,10,1.44,13.45,-2.88,
0,10,1.92,12.97,-3.36,
0,10,1.92,12.97,-3.36,
0,10,1.44,13.45,-3.84,
0,10,1.44,13.45,-2.4,
0,10,1.44,13.94,-3.36,
0,10,1.44,13.94,-3.36,
0,10,1.92,13.94,-1.92,
0,10,2.4,12.97,-3.36,
0,10,1.44,13.45,-2.88,
0,10,1.92,12.49,-3.36,
0,10,1.92,12.97,-3.36,
0,10,1.92,13.45,-3.36,
0,10,1.44,13.45,-3.36,
0,10,1.92,13.45,-3.36,
0,10,1.92,12.97,-2.88,
0,10,1.92,13.45,-3.36,
0,10,1.44,13.94,-3.36,
0,10,1.44,13.45,-3.36,
0,10,1.44,13.45,-3.84,
0,10,1.44,13.45,-3.84,
0,10,1.44,13.45,-2.88,
0,10,1.44,12.97,-3.36,
0,10,1.92,12.97,-3.36,
0,10,1.92,13.45,-2.88,
0,10,0.96,13.45,-3.36,
0,10,0.96,13.45,-2.88,
0,10,1.44,13.94,-2.88,
0,10,1.92,13.45,-2.88,
0,10,1.44,13.94,-2.88,
0,10,1.44,13.45,-2.88,
0,10,1.92,12.97,-2.88,
0,10,1.92,13.45,-3.36,
0,10,1.92,13.45,-2.88,
0,10,1.92,13.45,-2.88,
0,10,1.44,12.97,-3.84,
0,10,1.44,13.45,-2.88,
0,10,1.92,13.45,-3.36,
0,10,1.44,13.45,-2.88,
0,10,1.92,13.94,-3.36,
0,10,1.92,13.94,-3.36,
0,10,1.92,13.45,-3.36,
0,10,1.44,13.45,-2.4,
0,10,1.44,13.45,-3.36,
0,10,1.44,13.45,-2.4,
0,10,1.92,12.97,-3.36,
0,10,1.92,13.45,-3.36,
0,10,1.92,13.45,-2.4,
0,10,1.44,13.45,-2.4,
0,10,1.92,13.45,-3.84,
0,10,1.92,12.97,-3.84,
0,10,1.44,13.94,-3.84,
0,10,1.44,12.97,-2.4,
0,10,1.92,12.97,-2.88,
0,10,1.92,12.97,-3.36,
0,10,1.92,12.97,-3.36,
0,10,1.92,13.45,-2.88,
0,10,1.44,12.97,-3.36,
0,10,1.44,12.97,-2.88,
0,10,1.44,12.97,-3.36,
0,10,1.44,13.45,-3.84,
0,10,1.44,13.45,-2.88,
0,10,1.44,13.45,-2.88,
0,10,1.92,13.45,-2.88,
0,10,1.44,13.94,-2.88,
0,11,1.92,12.97,-3.84,
0,11,1.92,13.45,-3.36,
0,11,1.92,12.97,-3.36,
0,11,1.92,12.97,-2.88,
0,11,1.92,12.97,-3.84,
0,11,2.4,12.97,-3.84,
0,11,1.44,13.94,-3.36,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-2.4,
0,11,1.92,12.97,-3.36,
0,11,1.44,13.45,-2.88,
0,11,1.44,13.45,-2.88,
0,11,1.92,12.97,-2.88,
0,11,1.44,13.45,-3.36,
0,11,2.4,12.97,-3.84,
0,11,1.44,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-3.36,
0,11,1.92,13.94,-3.84,
0,11,1.44,13.45,-2.88,
0,11,0.96,13.94,-2.88,
0,11,1.44,13.45,-2.88,
0,11,1.92,13.45,-2.88,
0,11,1.92,13.45,-2.88,
0,11,1.92,13.94,-2.88,
0,11,1.44,13.45,-3.84,
0,11,0.96,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-2.4,
0,11,1.44,13.45,-2.4,
0,11,1.92,13.94,-2.88,
0,11,1.92,12.97,-3.36,
0,11,1.44,13.45,-3.36,
0,11,1.92,13.45,-3.36,
0,11,1.44,13.94,-3.36,
0,11,1.44,13.94,-3.36,
0,11,1.92,12.97,-2.88,
0,11,1.92,12.97,-3.36,
0,11,1.92,12.97,-3.36,
0,11,1.92,12.97,-3.84,
0,11,1.44,12.97,-3.36,
0,11,1.44,13.45,-3.84,
0,11,1.44,13.45,-3.84,
0,11,0.96,13.45,-3.36,
0,11,1.44,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-3.84,
0,11,1.44,13.94,-3.84,
0,11,0.96,13.45,-3.36,
0,11,0.96,13.45,-3.84,
0,11,1.44,13.45,-3.84,
0,11,1.92,13.45,-3.36,
0,11,0.96,13.45,-2.4,
0,11,0.96,13.45,-3.84,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-2.88,
0,11,1.92,12.97,-2.88,
0,11,1.44,12.97,-3.36,
0,11,0.96,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,0.96,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,1.92,13.45,-3.36,
0,11,1.92,13.45,-3.36,
0,11,1.92,13.45,-3.36,
0,11,0.96,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,0.96,13.45,-3.36,
0,11,1.92,13.45,-2.88,
0,11,1.44,13.45,-2.88,
0,11,1.44,13.45,-2.88,
0,11,2.4,13.45,-2.88,
0,11,1.92,13.45,-3.36,
0,11,1.44,13.94,-3.84,
0,11,1.92,13.45,-2.88,
0,11,1.92,13.45,-2.88,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-2.88,
0,11,1.92,12.97,-2.88,
0,11,1.44,13.45,-2.88,
0,11,1.92,12.49,-3.36,
0,11,1.44,13.45,-3.36,
0,11,0.96,13.45,-3.36,
0,11,1.44,13.94,-3.84,
0,11,1.44,13.94,-2.4,
0,11,1.44,13.45,-2.4,
0,11,1.44,12.97,-3.36,
0,11,0.96,13.45,-2.88,
0,11,1.44,12.97,-2.88,
0,11,1.44,12.97,-3.36,
0,11,1.92,13.45,-3.36,
0,11,1.92,13.45,-3.36,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-3.36,
0,11,1.44,13.45,-3.36,
