Time, BMPtemp, BMPpresh, BMPalt, IMUaccelX, IMUaccelY, IMUaccelZ, GyGloblX, GyGloblY, GyGloblZ, GyroDltX, GyroDltY, GyroDltZ, AcceloX, AcceloY, AcceloZ, ExpIMUAccelYStp, CycStp
Time: 174843, BMP Temp: 22.54, BMP Pressure: 881.52, BMP Altitude: 1159.48, IMU Accel X Y Z: 0.09,-10.03,-0.05, Global X Y Z: -0.99,-2.37,0.43, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 295
Time: 175438, BMP Temp: 22.54, BMP Pressure: 881.52, BMP Altitude: 1159.44, IMU Accel X Y Z: 0.03,-10.03,-0.05, Global X Y Z: -1.00,-2.38,0.43, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 296
Time: 176032, BMP Temp: 22.55, BMP Pressure: 881.52, BMP Altitude: 1159.47, IMU Accel X Y Z: 0.16,-10.02,-0.01, Global X Y Z: -1.00,-2.39,0.44, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 297
Time: 176626, BMP Temp: 22.55, BMP Pressure: 881.52, BMP Altitude: 1159.47, IMU Accel X Y Z: 0.07,-10.07,-0.04, Global X Y Z: -1.00,-2.40,0.44, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 298
Time: 177221, BMP Temp: 22.55, BMP Pressure: 881.52, BMP Altitude: 1159.41, IMU Accel X Y Z: 0.07,-9.98,-0.04, Global X Y Z: -1.00,-2.41,0.44, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 3, Cycle couCycle count: 299
Time: 177810, BMP Temp: 22.55, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: -0.06,-9.96,-0.06, Global X Y Z: -1.01,-2.43,0.44, Gyro Dlt X Y Z: -0.01,-0.02,-0.00, Accelo X Y Z: -1.92,12.01,-4.32, LinDlta Loop Y Accel: 0, Cycle couCycle count: 300
Time: 178404, BMP Temp: 22.55, BMP Pressure: 881.51, BMP Altitude: 1159.59, IMU Accel X Y Z: 0.11,-10.02,0.00, Global X Y Z: -1.02,-2.44,0.44, Gyro Dlt X Y Z: -0.00,-0.02,-0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 301
Time: 178999, BMP Temp: 22.56, BMP Pressure: 881.51, BMP Altitude: 1159.56, IMU Accel X Y Z: 0.13,-10.08,-0.07, Global X Y Z: -1.02,-2.46,0.44, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 302
Time: 179588, BMP Temp: 22.56, BMP Pressure: 881.52, BMP Altitude: 1159.46, IMU Accel X Y Z: 0.11,-10.00,0.00, Global X Y Z: -1.02,-2.46,0.44, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 303
Time: 180177, BMP Temp: 22.56, BMP Pressure: 881.53, BMP Altitude: 1159.38, IMU Accel X Y Z: 0.10,-10.08,-0.06, Global X Y Z: -1.02,-2.47,0.44, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 304
Time: 180772, BMP Temp: 22.56, BMP Pressure: 881.51, BMP Altitude: 1159.55, IMU Accel X Y Z: 0.06,-10.01,0.03, Global X Y Z: -1.02,-2.47,0.44, Gyro Dlt X Y Z: 0.00,-0.00,-0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 305
Time: 181361, BMP Temp: 22.56, BMP Pressure: 881.52, BMP Altitude: 1159.42, IMU Accel X Y Z: 0.18,-10.03,-0.06, Global X Y Z: -1.03,-2.48,0.44, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 1.44,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 306
Time: 181956, BMP Temp: 22.57, BMP Pressure: 881.51, BMP Altitude: 1159.58, IMU Accel X Y Z: -0.09,-10.04,-0.01, Global X Y Z: -1.03,-2.47,0.44, Gyro Dlt X Y Z: -0.00,0.01,-0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 307
Time: 182550, BMP Temp: 22.57, BMP Pressure: 881.52, BMP Altitude: 1159.48, IMU Accel X Y Z: 0.06,-10.01,-0.07, Global X Y Z: -1.03,-2.48,0.43, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 308
Time: 183144, BMP Temp: 22.57, BMP Pressure: 881.52, BMP Altitude: 1159.45, IMU Accel X Y Z: 0.08,-9.98,-0.08, Global X Y Z: -1.04,-2.49,0.43, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 309
Time: 183738, BMP Temp: 22.57, BMP Pressure: 881.52, BMP Altitude: 1159.42, IMU Accel X Y Z: 0.05,-10.03,0.02, Global X Y Z: -1.03,-2.49,0.43, Gyro Dlt X Y Z: 0.00,0.00,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 310
Time: 184328, BMP Temp: 22.57, BMP Pressure: 881.52, BMP Altitude: 1159.46, IMU Accel X Y Z: -0.00,-10.07,-0.16, Global X Y Z: -1.04,-2.50,0.44, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.48,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 311
Time: 184922, BMP Temp: 22.58, BMP Pressure: 881.50, BMP Altitude: 1159.63, IMU Accel X Y Z: 0.21,-10.03,0.10, Global X Y Z: -1.04,-2.51,0.44, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 312
Time: 185511, BMP Temp: 22.58, BMP Pressure: 881.50, BMP Altitude: 1159.64, IMU Accel X Y Z: 0.05,-10.05,-0.01, Global X Y Z: -1.05,-2.51,0.43, Gyro Dlt X Y Z: -0.01,-0.00,-0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 313
Time: 186106, BMP Temp: 22.58, BMP Pressure: 881.51, BMP Altitude: 1159.55, IMU Accel X Y Z: 0.02,-10.03,-0.02, Global X Y Z: -1.05,-2.52,0.44, Gyro Dlt X Y Z: -0.01,-0.01,0.01, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 314
Time: 186701, BMP Temp: 22.58, BMP Pressure: 881.52, BMP Altitude: 1159.46, IMU Accel X Y Z: 0.14,-10.01,-0.02, Global X Y Z: -1.06,-2.52,0.44, Gyro Dlt X Y Z: -0.00,0.00,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 315
Time: 187290, BMP Temp: 22.58, BMP Pressure: 881.51, BMP Altitude: 1159.52, IMU Accel X Y Z: 0.20,-10.03,0.02, Global X Y Z: -1.07,-2.53,0.45, Gyro Dlt X Y Z: -0.01,-0.01,0.01, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 316
Time: 187879, BMP Temp: 22.59, BMP Pressure: 881.49, BMP Altitude: 1159.69, IMU Accel X Y Z: 0.07,-10.04,0.16, Global X Y Z: -1.08,-2.52,0.45, Gyro Dlt X Y Z: -0.02,0.01,-0.00, Accelo X Y Z: 0.96,13.45,-3.84, LinDlta Loop Y Accel: 0, Cycle couCycle count: 317
Time: 188469, BMP Temp: 22.59, BMP Pressure: 881.50, BMP Altitude: 1159.65, IMU Accel X Y Z: 0.05,-10.04,-0.10, Global X Y Z: -1.08,-2.53,0.44, Gyro Dlt X Y Z: 0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 318
Time: 189063, BMP Temp: 22.59, BMP Pressure: 881.49, BMP Altitude: 1159.71, IMU Accel X Y Z: 0.04,-9.99,-0.07, Global X Y Z: -1.09,-2.54,0.44, Gyro Dlt X Y Z: -0.01,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 319
Time: 189658, BMP Temp: 22.59, BMP Pressure: 881.49, BMP Altitude: 1159.76, IMU Accel X Y Z: 0.11,-10.01,0.03, Global X Y Z: -1.09,-2.55,0.44, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 320
Time: 190247, BMP Temp: 22.59, BMP Pressure: 881.49, BMP Altitude: 1159.74, IMU Accel X Y Z: 0.11,-10.01,-0.03, Global X Y Z: -1.09,-2.55,0.44, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 0.96,12.97,-1.44, LinDlta Loop Y Accel: 0, Cycle couCycle count: 321
Time: 190842, BMP Temp: 22.59, BMP Pressure: 881.47, BMP Altitude: 1159.88, IMU Accel X Y Z: 0.13,-10.06,-0.07, Global X Y Z: -1.09,-2.56,0.44, Gyro Dlt X Y Z: 0.00,-0.00,-0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 322
Time: 191436, BMP Temp: 22.60, BMP Pressure: 881.48, BMP Altitude: 1159.85, IMU Accel X Y Z: 0.03,-10.06,-0.05, Global X Y Z: -1.10,-2.57,0.44, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 323
Time: 192030, BMP Temp: 22.60, BMP Pressure: 881.49, BMP Altitude: 1159.74, IMU Accel X Y Z: 0.12,-10.05,-0.06, Global X Y Z: -1.10,-2.57,0.45, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 324
Time: 192625, BMP Temp: 22.60, BMP Pressure: 881.50, BMP Altitude: 1159.62, IMU Accel X Y Z: 0.09,-10.00,-0.04, Global X Y Z: -1.10,-2.59,0.45, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 1.44,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 325
Time: 193220, BMP Temp: 22.60, BMP Pressure: 881.49, BMP Altitude: 1159.72, IMU Accel X Y Z: 0.09,-10.01,-0.10, Global X Y Z: -1.10,-2.60,0.45, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 1.44,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 326
Time: 193814, BMP Temp: 22.61, BMP Pressure: 881.48, BMP Altitude: 1159.84, IMU Accel X Y Z: 0.15,-10.07,-0.03, Global X Y Z: -1.11,-2.61,0.45, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 327
Time: 194409, BMP Temp: 22.61, BMP Pressure: 881.49, BMP Altitude: 1159.70, IMU Accel X Y Z: 0.05,-10.07,-0.06, Global X Y Z: -1.11,-2.61,0.45, Gyro Dlt X Y Z: -0.01,-0.00,0.00, Accelo X Y Z: 1.44,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 328
Time: 195003, BMP Temp: 22.62, BMP Pressure: 881.49, BMP Altitude: 1159.70, IMU Accel X Y Z: 0.12,-10.07,-0.03, Global X Y Z: -1.12,-2.62,0.45, Gyro Dlt X Y Z: -0.01,-0.00,0.00, Accelo X Y Z: 1.44,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 329
Time: 195598, BMP Temp: 22.62, BMP Pressure: 881.50, BMP Altitude: 1159.63, IMU Accel X Y Z: 0.07,-10.01,0.01, Global X Y Z: -1.12,-2.62,0.45, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 330
Time: 196187, BMP Temp: 22.62, BMP Pressure: 881.50, BMP Altitude: 1159.60, IMU Accel X Y Z: 0.21,-10.11,0.08, Global X Y Z: -1.12,-2.63,0.45, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 331
Time: 196776, BMP Temp: 22.62, BMP Pressure: 881.49, BMP Altitude: 1159.75, IMU Accel X Y Z: 0.16,-9.98,-0.04, Global X Y Z: -1.13,-2.64,0.45, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-1.44, LinDlta Loop Y Accel: 3, Cycle couCycle count: 332
Time: 197365, BMP Temp: 22.62, BMP Pressure: 881.49, BMP Altitude: 1159.74, IMU Accel X Y Z: 0.06,-10.04,-0.11, Global X Y Z: -1.13,-2.65,0.45, Gyro Dlt X Y Z: 0.00,-0.01,-0.00, Accelo X Y Z: 1.44,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 333
Time: 197960, BMP Temp: 22.63, BMP Pressure: 881.47, BMP Altitude: 1159.92, IMU Accel X Y Z: -0.07,-10.09,-0.03, Global X Y Z: -1.13,-2.65,0.45, Gyro Dlt X Y Z: -0.00,0.00,-0.00, Accelo X Y Z: 5.29,13.94,-0.96, LinDlta Loop Y Accel: 0, Cycle couCycle count: 334
Time: 198555, BMP Temp: 22.63, BMP Pressure: 881.48, BMP Altitude: 1159.79, IMU Accel X Y Z: 0.10,-9.98,-0.02, Global X Y Z: -1.14,-2.66,0.45, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 335
Time: 199144, BMP Temp: 22.63, BMP Pressure: 881.47, BMP Altitude: 1159.89, IMU Accel X Y Z: 0.08,-10.02,0.07, Global X Y Z: -1.14,-2.67,0.46, Gyro Dlt X Y Z: -0.01,-0.01,0.01, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 336
Time: 199733, BMP Temp: 22.63, BMP Pressure: 881.46, BMP Altitude: 1159.99, IMU Accel X Y Z: 0.07,-10.05,0.03, Global X Y Z: -1.15,-2.67,0.46, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 337
Time: 200323, BMP Temp: 22.63, BMP Pressure: 881.48, BMP Altitude: 1159.86, IMU Accel X Y Z: 0.05,-10.00,-0.02, Global X Y Z: -1.15,-2.69,0.46, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 338
Time: 200917, BMP Temp: 22.64, BMP Pressure: 881.46, BMP Altitude: 1159.99, IMU Accel X Y Z: 0.09,-9.96,0.23, Global X Y Z: -1.15,-2.68,0.46, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 0.96,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 339
Time: 201506, BMP Temp: 22.64, BMP Pressure: 881.47, BMP Altitude: 1159.88, IMU Accel X Y Z: 0.11,-9.99,0.05, Global X Y Z: -1.15,-2.71,0.46, Gyro Dlt X Y Z: -0.00,-0.03,-0.01, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 340
Time: 202096, BMP Temp: 22.64, BMP Pressure: 881.48, BMP Altitude: 1159.87, IMU Accel X Y Z: 0.31,-10.08,-0.07, Global X Y Z: -1.15,-2.71,0.46, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-3.36, LinDlta Loop Y Accel: 0, Cycle couCycle count: 341
Time: 202690, BMP Temp: 22.64, BMP Pressure: 881.48, BMP Altitude: 1159.87, IMU Accel X Y Z: 0.06,-10.01,-0.03, Global X Y Z: -1.16,-2.71,0.47, Gyro Dlt X Y Z: -0.01,0.00,0.01, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 342
Time: 203279, BMP Temp: 22.64, BMP Pressure: 881.49, BMP Altitude: 1159.73, IMU Accel X Y Z: 0.12,-9.98,0.15, Global X Y Z: -1.16,-2.73,0.46, Gyro Dlt X Y Z: -0.00,-0.02,-0.01, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 343
Time: 203869, BMP Temp: 22.65, BMP Pressure: 881.47, BMP Altitude: 1159.94, IMU Accel X Y Z: 0.11,-10.12,-0.04, Global X Y Z: -1.17,-2.74,0.45, Gyro Dlt X Y Z: -0.01,-0.00,-0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 344
Time: 204464, BMP Temp: 22.65, BMP Pressure: 881.47, BMP Altitude: 1159.92, IMU Accel X Y Z: 0.06,-9.98,-0.07, Global X Y Z: -1.18,-2.74,0.46, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 345
Time: 205053, BMP Temp: 22.65, BMP Pressure: 881.47, BMP Altitude: 1159.87, IMU Accel X Y Z: 0.16,-10.05,-0.10, Global X Y Z: -1.18,-2.76,0.45, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 346
Time: 205647, BMP Temp: 22.65, BMP Pressure: 881.48, BMP Altitude: 1159.81, IMU Accel X Y Z: 0.14,-9.98,-0.11, Global X Y Z: -1.19,-2.77,0.46, Gyro Dlt X Y Z: -0.01,-0.02,0.00, Accelo X Y Z: 1.44,12.49,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 347
Time: 206236, BMP Temp: 22.66, BMP Pressure: 881.48, BMP Altitude: 1159.81, IMU Accel X Y Z: -0.02,-10.04,0.00, Global X Y Z: -1.19,-2.77,0.46, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 348
Time: 206826, BMP Temp: 22.66, BMP Pressure: 881.47, BMP Altitude: 1159.95, IMU Accel X Y Z: 0.21,-10.02,-0.09, Global X Y Z: -1.19,-2.79,0.46, Gyro Dlt X Y Z: -0.00,-0.02,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 349
Time: 207421, BMP Temp: 22.66, BMP Pressure: 881.47, BMP Altitude: 1159.94, IMU Accel X Y Z: 0.24,-10.11,0.13, Global X Y Z: -1.20,-2.80,0.46, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,12.49,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 350
Time: 208010, BMP Temp: 22.66, BMP Pressure: 881.48, BMP Altitude: 1159.87, IMU Accel X Y Z: 0.08,-10.04,-0.01, Global X Y Z: -1.20,-2.81,0.46, Gyro Dlt X Y Z: -0.01,-0.02,-0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 351
Time: 208605, BMP Temp: 22.67, BMP Pressure: 881.49, BMP Altitude: 1159.75, IMU Accel X Y Z: 0.09,-10.02,-0.07, Global X Y Z: -1.20,-2.82,0.46, Gyro Dlt X Y Z: 0.00,-0.00,0.00, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 352
Time: 209194, BMP Temp: 22.67, BMP Pressure: 881.49, BMP Altitude: 1159.70, IMU Accel X Y Z: 0.07,-10.00,0.15, Global X Y Z: -1.21,-2.83,0.46, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 353
Time: 209789, BMP Temp: 22.67, BMP Pressure: 881.47, BMP Altitude: 1159.95, IMU Accel X Y Z: 0.15,-10.01,-0.06, Global X Y Z: -1.21,-2.83,0.46, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 1.44,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 354
Time: 210378, BMP Temp: 22.67, BMP Pressure: 881.47, BMP Altitude: 1159.89, IMU Accel X Y Z: 0.12,-10.04,0.06, Global X Y Z: -1.21,-2.84,0.45, Gyro Dlt X Y Z: -0.00,-0.01,-0.00, Accelo X Y Z: 0.96,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 355
Time: 210973, BMP Temp: 22.68, BMP Pressure: 881.46, BMP Altitude: 1160.00, IMU Accel X Y Z: 0.17,-10.03,-0.08, Global X Y Z: -1.22,-2.85,0.45, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 356
Time: 211567, BMP Temp: 22.68, BMP Pressure: 881.46, BMP Altitude: 1159.99, IMU Accel X Y Z: 0.11,-9.98,-0.06, Global X Y Z: -1.22,-2.86,0.46, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.88, LinDlta Loop Y Accel: 0, Cycle couCycle count: 357
Time: 212157, BMP Temp: 22.68, BMP Pressure: 881.46, BMP Altitude: 1159.99, IMU Accel X Y Z: 0.04,-10.09,-0.09, Global X Y Z: -1.23,-2.86,0.46, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 358
Time: 212751, BMP Temp: 22.68, BMP Pressure: 881.45, BMP Altitude: 1160.12, IMU Accel X Y Z: -0.15,-10.03,0.06, Global X Y Z: -1.24,-2.86,0.45, Gyro Dlt X Y Z: -0.02,0.00,-0.00, Accelo X Y Z: 0.48,13.45,-3.84, LinDlta Loop Y Accel: 0, Cycle couCycle count: 359
Time: 213345, BMP Temp: 22.68, BMP Pressure: 881.46, BMP Altitude: 1160.01, IMU Accel X Y Z: -0.00,-10.07,-0.04, Global X Y Z: -1.24,-2.86,0.46, Gyro Dlt X Y Z: 0.00,-0.00,0.01, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 360
Time: 213940, BMP Temp: 22.69, BMP Pressure: 881.45, BMP Altitude: 1160.10, IMU Accel X Y Z: 0.03,-10.00,-0.15, Global X Y Z: -1.24,-2.87,0.46, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,12.97,-2.40, LinDlta Loop Y Accel: 1, Cycle couCycle count: 361
Time: 214534, BMP Temp: 22.69, BMP Pressure: 881.47, BMP Altitude: 1159.96, IMU Accel X Y Z: 0.01,-10.06,-0.03, Global X Y Z: -1.25,-2.87,0.46, Gyro Dlt X Y Z: -0.00,-0.00,0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 362
Time: 215128, BMP Temp: 22.69, BMP Pressure: 881.46, BMP Altitude: 1159.97, IMU Accel X Y Z: 0.27,-10.01,0.00, Global X Y Z: -1.25,-2.88,0.47, Gyro Dlt X Y Z: -0.00,-0.01,0.00, Accelo X Y Z: 1.44,13.45,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 363
Time: 215717, BMP Temp: 22.69, BMP Pressure: 881.47, BMP Altitude: 1159.92, IMU Accel X Y Z: 0.13,-10.04,-0.03, Global X Y Z: -1.25,-2.88,0.47, Gyro Dlt X Y Z: -0.00,0.00,0.00, Accelo X Y Z: 1.44,12.49,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 364
Time: 216307, BMP Temp: 22.70, BMP Pressure: 881.47, BMP Altitude: 1159.90, IMU Accel X Y Z: 0.04,-10.05,-0.07, Global X Y Z: -1.25,-2.88,0.47, Gyro Dlt X Y Z: 0.00,-0.01,0.00, Accelo X Y Z: 0.96,12.97,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 365
Time: 216896, BMP Temp: 22.70, BMP Pressure: 881.45, BMP Altitude: 1160.07, IMU Accel X Y Z: 0.15,-10.09,-0.09, Global X Y Z: -1.26,-2.89,0.48, Gyro Dlt X Y Z: -0.01,-0.00,0.01, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 366
Time: 217490, BMP Temp: 22.70, BMP Pressure: 881.46, BMP Altitude: 1159.99, IMU Accel X Y Z: 0.06,-10.03,-0.03, Global X Y Z: -1.27,-2.90,0.48, Gyro Dlt X Y Z: -0.01,-0.01,0.01, Accelo X Y Z: 0.96,13.45,-1.92, LinDlta Loop Y Accel: 1, Cycle couCycle count: 367
Time: 218085, BMP Temp: 22.71, BMP Pressure: 881.47, BMP Altitude: 1159.92, IMU Accel X Y Z: 0.23,-10.06,-0.01, Global X Y Z: -1.27,-2.89,0.48, Gyro Dlt X Y Z: -0.00,0.01,-0.00, Accelo X Y Z: 1.44,12.97,-1.92, LinDlta Loop Y Accel: 0, Cycle couCycle count: 368
Time: 218679, BMP Temp: 22.71, BMP Pressure: 881.50, BMP Altitude: 1159.69, IMU Accel X Y Z: 0.18,-10.03,0.05, Global X Y Z: -1.27,-2.90,0.49, Gyro Dlt X Y Z: -0.01,-0.01,0.01, Accelo X Y Z: 1.44,12.49,-1.44, LinDlta Loop Y Accel: 0, Cycle couCycle count: 369
Time: 219268, BMP Temp: 22.71, BMP Pressure: 881.50, BMP Altitude: 1159.66, IMU Accel X Y Z: 0.12,-10.05,0.03, Global X Y Z: -1.28,-2.90,0.49, Gyro Dlt X Y Z: -0.01,0.00,0.00, Accelo X Y Z: 0.96,12.49,-2.40, LinDlta Loop Y Accel: 0, Cycle couCycle count: 370
Time: 219858, BMP Temp: 22.72, BMP Pressure: 881.49, BMP Altitude: 1159.74, IMU Accel X Y Z: 0.17,-9.99,-0.09, Global X Y Z: -1.29,-2.89,0.49, Gyro Dlt X Y Z: -0.01,0.01,0.01, Accelo X Y Z: 1.44,12.97,-2.88, LinDlta Loop Y Accel: 1, Cycle couCycle count: 371
Time: 220447, BMP Temp: 22.72, BMP Pressure: 881.50, BMP Altitude: 1159.61, IMU Accel X Y Z: 0.02,-10.06,-0.04, Global X Y Z: -1.29,-2.90,0.50, Gyro Dlt X Y Z: -0.01,-0.01,0.00, Accelo X Y Z: 0.96,13.45,-2.40, LinDlta Loop Y Accel: 2, Cycle couCycle count: 372
